"ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","direction"
"ZCCHC3",1.56144673950657,24.1871550109742,7.45113486484471,0.00038049929024258,0.0406910417447653,0.78855925831026,TRUE,"Up in KD"
"PTMS",-2.86318886275959,25.107086212823,-7.35204764265807,0.000408126936267853,0.0419406055235014,0.717084699002597,TRUE,"Down in KD"
"PLCG1",0.626341469740822,24.9116647935074,7.35027315035701,0.000408642502899477,0.0419406055235014,0.715795692161982,FALSE,"NS"
"SRPR",0.842466290730275,26.0723694971904,7.32774663794089,0.000415253520034667,0.0419406055235014,0.699404466071392,FALSE,"NS"
"SGTA",0.624470785931305,27.512528232565,7.29990646929948,0.000423596056529628,0.0420053253147744,0.679075451110879,FALSE,"NS"
"DPY19L1",-0.770525887001646,26.4883504523026,-7.26118101678461,0.000435525768150707,0.0424170989195349,0.650666085171594,FALSE,"NS"
"TMEM2",-0.68067340987956,29.296278791136,-7.13163919459345,0.000478359763444281,0.0457714763127212,0.554504761550093,FALSE,"NS"
"EEA1",-0.714410164336929,26.209810684047,-6.90863747998801,0.000564079413531855,0.0530429158862541,0.384801108606018,FALSE,"NS"
"PTPRJ",-0.847892377687781,27.8332740041427,-6.81980115710292,0.000603093535322767,0.0554773970852072,0.315690118778703,FALSE,"NS"
"PC",-0.857032377108315,26.8902321207738,-6.80409332536743,0.000610312399177197,0.0554773970852072,0.303378999964179,FALSE,"NS"
"SHKBP1",-0.723456683462874,24.2025216739196,-6.74602345089441,0.000637881723643713,0.0565215663335975,0.257626431715291,FALSE,"NS"
"PRRC2B",0.739796309544108,26.5386103971885,6.73652704101273,0.000642526056597551,0.0565215663335975,0.250108213433042,FALSE,"NS"
"HID1",0.627241452570097,25.4480839800615,6.68134258819447,0.000670301662244358,0.0575516222001573,0.206216860373067,FALSE,"NS"
"FGB",-2.09119770742836,24.3882364154801,-6.67161616680499,0.000675339901138627,0.0575516222001573,0.19844493245561,FALSE,"NS"
"FGG",-1.01430767831094,27.5681242182908,-6.6505053333248,0.000686426649257892,0.0575964760777314,0.181538997186684,FALSE,"NS"
"TRAF4",0.975332785265589,22.6283296060614,6.62858935470889,0.000698159522067493,0.0576933641417592,0.16393415186664,FALSE,"NS"
"AGPAT9",-0.86678318504427,26.5256933069994,-6.56772349250959,0.00073198025494614,0.0595853777683022,0.114750281380149,FALSE,"NS"
"TGFBR1",-0.979264827276026,24.6396898696024,-6.50411278308496,0.000769367253738415,0.0617077794395488,0.062887031554177,FALSE,"NS"
"KLHDC4",0.565838411294592,26.7436301245999,6.4662089662601,0.000792693230107472,0.0626572301015384,0.0317568405177147,FALSE,"NS"
"SLC25A24",-0.750450975905576,28.8287712827253,-6.43789912107314,0.000810648821239709,0.0631611238720196,0.0083950082125579,FALSE,"NS"
"POLR3A",0.890999969789636,25.199859484968,6.39425854184827,0.000839256471623881,0.063889275438384,-0.0278053779431513,FALSE,"NS"
"DDX60",0.727404114444028,25.4514361085469,6.38126773305137,0.000847996328859323,0.063889275438384,-0.0386255219738816,FALSE,"NS"
"CDK5RAP1",-0.694703243564287,25.000817946828,-6.34143237750507,0.000875458971303663,0.063889275438384,-0.0719315855881426,FALSE,"NS"
"FUCA1",0.98793814763485,24.7350495621159,6.33440882559244,0.000880406825659804,0.063889275438384,-0.0778238435950067,FALSE,"NS"
"SERPINE2",0.642668631974892,25.8716017087598,6.32745766507523,0.000885335496211746,0.063889275438384,-0.0836612669593801,FALSE,"NS"
"PIK3C3",0.701180573717021,24.3715055926684,6.32052947911476,0.000890279599068057,0.063889275438384,-0.0894852409191129,FALSE,"NS"
"GJA1",-0.988988376781645,26.8470380973615,-6.28325549750163,0.000917432468654789,0.0647916076564887,-0.120918940098086,FALSE,"NS"
"PLXND1",0.602516003498202,26.1056037241369,6.26684910633058,0.000929686117135054,0.0647916076564887,-0.134808567050531,FALSE,"NS"
"VEZT",-1.05519462952184,25.9471463260278,-6.25521188447111,0.00093849230012149,0.0647916076564887,-0.144680661906729,FALSE,"NS"
"DIP2B",0.553960992940677,25.3802595593734,6.21142154911399,0.000972503320549614,0.0663004138784699,-0.181978571350998,FALSE,"NS"
"HDHD1",-1.00003037560237,25.7993486782239,-6.17993387280509,0.000997839019548409,0.0671878273162596,-0.208944732486306,FALSE,"NS"
"HEATR5A",0.567427461024973,26.2050318822933,6.1611452529978,0.00101331925998949,0.0673880959182634,-0.225094236374861,FALSE,"NS"
"MET",0.803985751904285,25.9127899215165,6.14656316673737,0.00102552474536411,0.0673880959182634,-0.237658506810856,FALSE,"NS"
"FDPS",0.563929490273324,29.609473742639,6.0648094273476,0.00109717693898101,0.0704105633497377,-0.308595334472138,FALSE,"NS"
"ACSS2",0.599230662968552,27.3368844074025,6.06462935215848,0.00109734101296804,0.0704105633497377,-0.308752517852876,FALSE,"NS"
"SPATS2L",-0.614739744535441,26.7647368258696,-6.023966203569,0.00113512583595551,0.0707229203219055,-0.344352306805053,FALSE,"NS"
"GPR56",-0.745013275461744,27.0253774586225,-6.01657332075173,0.00114215538751655,0.0707229203219055,-0.35084734375791,FALSE,"NS"
"OAT",-0.633588932772955,26.6822963549643,-6.01069210971147,0.00114778340062895,0.0707229203219055,-0.356019303741485,FALSE,"NS"
"KTI12",0.591863875406133,26.1483768910671,6.00415384791543,0.00115407772435819,0.0707229203219055,-0.36177428987887,FALSE,"NS"
"LBR",-0.62302725232373,27.9536637489842,-5.96561553422694,0.00119199645696619,0.072234985292151,-0.395807610815068,FALSE,"NS"
"CLN6",0.555989862580542,28.094121820654,5.83868570607201,0.00132742467860314,0.0795579582099069,-0.509265280286665,FALSE,"NS"
"PHIP",-0.729353929144633,25.3650116000398,-5.81460039687762,0.00135507859723057,0.0803325942314733,-0.531033206263102,FALSE,"NS"
"RHOB",0.663560191632268,26.266138532458,5.77616358494228,0.00140059536756084,0.0821381412330839,-0.565931373744318,FALSE,"NS"
"C2orf43",-0.643922188953379,26.6673584651142,-5.73142836055846,0.00145580212620057,0.0833448208311543,-0.606796630556375,FALSE,"NS"
"ALDOC",0.96911241618368,25.2058013798315,5.70922024550772,0.00148413588309205,0.0833448208311543,-0.62718344101541,FALSE,"NS"
"LMF2",0.693460261817325,27.6553945265093,5.69963601908514,0.00149655924325695,0.0833448208311543,-0.636002214495701,FALSE,"NS"
"SMC6",-0.602024005998235,25.9192260634143,-5.68437612066633,0.00151658717531115,0.0833448208311543,-0.650069009843079,FALSE,"NS"
"GRSF1",-0.544831837343693,27.5207897048728,-5.67691559356927,0.00152649083289141,0.0833448208311543,-0.6569577167849,FALSE,"NS"
"GEMIN2",-0.620492716442328,23.3956858737245,-5.67656432448095,0.001526958963231,0.0833448208311543,-0.65728224863128,FALSE,"NS"
"MINPP1",-0.904138796914069,28.7380528768701,-5.66990995864182,0.00153585837669769,0.0833448208311543,-0.663433274980256,FALSE,"NS"
"NUDCD1",0.585525965937428,26.3813489067171,5.66428870531097,0.00154342260798434,0.0833448208311543,-0.668634022083545,FALSE,"NS"
"SEC23A",-0.553293094207802,28.8526573810584,-5.62092399599685,0.00160323756001969,0.0856441936037551,-0.708899524010719,FALSE,"NS"
"AVL9",-0.835228055912122,24.7617668884708,-5.61092173917026,0.00161740959684393,0.0856441936037551,-0.71822342477807,FALSE,"NS"
"TLN1",0.716519386584203,28.916043805846,5.57357314725898,0.00167161553253558,0.0876328931507583,-0.753160502762278,FALSE,"NS"
"RALA",-0.624069445979462,28.5213375866146,-5.56315786962245,0.00168710190334243,0.0876328931507583,-0.762937566288258,FALSE,"NS"
"KCNAB2",0.552065562721793,26.2128996889015,5.55117622196915,0.00170512153293566,0.087733328685199,-0.774203566145995,FALSE,"NS"
"SUN2",-0.535410026079933,27.2108351510069,-5.504537021349,0.00177740040809718,0.0905975871566543,-0.818246730935141,FALSE,"NS"
"CD276",-0.637697919839066,26.6152020824576,-5.48841284561075,0.00180320252594001,0.0910617275599707,-0.833543879487739,FALSE,"NS"
"CTSB",-0.433789922931162,30.1264625180475,-5.47024235197983,0.00183279600076037,0.0915887916849161,-0.850825968250808,FALSE,"NS"
"SLC2A3",0.943841755869009,27.5540759049162,5.4615044052418,0.00184722535484796,0.0915887916849161,-0.85915317308968,FALSE,"NS"
"STEAP3",0.473138353635033,25.8464780896442,5.43984948903164,0.00188355047149927,0.092097866502284,-0.879836409508582,FALSE,"NS"
"CYP24A1",-0.819101428416786,27.5641327061845,-5.42704888061652,0.0019054081592411,0.092097866502284,-0.892093700232138,FALSE,"NS"
"PLEKHA6",-0.566111210342296,25.1852808170155,-5.41322851761104,0.00192933454485104,0.092097866502284,-0.905353435207547,FALSE,"NS"
"RP2",-0.950858922987628,25.6680574618771,-5.41095193612595,0.00193330883558346,0.092097866502284,-0.907540257176232,FALSE,"NS"
"PFKM",0.556082779163912,27.7989937478051,5.40603519615028,0.00194192421117761,0.092097866502284,-0.912265646375291,FALSE,"NS"
"GOLGA4",0.549041800588881,26.6557608269811,5.38324869995316,0.00198243135719968,0.093208453639371,-0.934210077377042,FALSE,"NS"
"PGRMC1",-1.08205808208479,29.3050422625835,-5.35534744623104,0.00203335742827076,0.0933889253242063,-0.961180777534056,FALSE,"NS"
"LYRM7",-0.80583472246164,26.6330998413194,-5.34581777180178,0.00205109372283771,0.0933889253242063,-0.970418052489983,FALSE,"NS"
"ANXA2",-0.792340714056735,34.4169436989104,-5.33522344211013,0.00207102008320167,0.0933889253242063,-0.980702552246723,FALSE,"NS"
"CAPZA1",0.495648290658949,27.9216734803013,5.32973628284783,0.00208142780553485,0.0933889253242063,-0.98603555439488,FALSE,"NS"
"USP30",-0.742204081757901,25.1792918244544,-5.32941403355039,0.00208204089079264,0.0933889253242063,-0.986348884436903,FALSE,"NS"
"FNDC3B",-0.504140534196257,28.4046083708338,-5.32575968358776,0.00208900786387114,0.0933889253242063,-0.989903130027337,FALSE,"NS"
"FASTKD2",-0.56581880946149,26.5008880559317,-5.30124660465831,0.00213643866182731,0.0947328167610257,-1.0137942569239,FALSE,"NS"
"CD109",-0.710000208992781,25.3183891525152,-5.28371522809567,0.00217111787265307,0.0954177549444598,-1.03093382681032,FALSE,"NS"
"SLC5A6",0.458275129722871,26.7681526020395,5.27585496729993,0.00218687557170104,0.0954177549444598,-1.03863280646086,FALSE,"NS"
"AP1G2",0.730429606135402,24.6779893443474,5.26636017398536,0.00220608512034764,0.0954919702093334,-1.04794467872678,FALSE,"NS"
"MORC2",0.573113601424268,24.0614032738035,5.23796244921035,0.00226470240176103,0.0967384270244821,-1.07587317981358,FALSE,"NS"
"NRP2",-3.08482405865017,24.2408361413488,-5.23526837296903,0.00227035545638682,0.0967384270244821,-1.07852881451252,FALSE,"NS"
"ACAT1",-0.411349416481688,27.626177501169,-5.22439200381329,0.0022933425746498,0.0969603907142635,-1.08926071297979,FALSE,"NS"
"AK3",-0.499743454769106,28.9431647073979,-5.14893657142219,0.00246035956344295,0.102622065602203,-1.16418913908723,FALSE,"NS"
"PRDX5",-0.50076332240204,29.985489777451,-5.13864953301926,0.00248419066864973,0.102622065602203,-1.17446897257624,FALSE,"NS"
"MYO15B",0.408836601696915,27.3437744392525,5.1371930244526,0.00248758613973388,0.102622065602203,-1.17592571965134,FALSE,"NS"
"TACC2",0.827675381948517,27.3801163646397,5.12073674002529,0.00252632096430828,0.102622065602203,-1.19240641785371,FALSE,"NS"
"CSGALNACT1",0.888906252998162,25.9951067910049,5.10798340499675,0.00255681477217289,0.102622065602203,-1.20520615838859,FALSE,"NS"
"VTA1",-0.821689390189842,24.6184862091207,-5.09786240018879,0.00258131443610764,0.102622065602203,-1.21538110221497,FALSE,"NS"
"OCRL",0.412214678126126,26.4380698293889,5.09489945551921,0.0025885375000334,0.102622065602203,-1.2183627063715,FALSE,"NS"
"MPZL1",-0.498792886213039,26.5150646214197,-5.08849767497238,0.00260422283371606,0.102622065602203,-1.22480924306953,FALSE,"NS"
"APEH",0.604819265810971,25.2983227741911,5.0863004762058,0.00260963134188322,0.102622065602203,-1.22702320296142,FALSE,"NS"
"TAF6L",0.594392025010084,25.4973492684504,5.08395709545414,0.00261541384648078,0.102622065602203,-1.22938524882855,FALSE,"NS"
"RCCD1",-1.91618568295431,24.2269973512906,-5.03807719629513,0.00273163217732055,0.106391208029911,-1.27579497939623,FALSE,"NS"
"MRM1",-1.39656809372372,23.7492394577726,-5.02541623575361,0.00276473554412273,0.106391208029911,-1.28865737197299,FALSE,"NS"
"RASEF",-0.92495201813205,24.8484572288988,-5.02342070600605,0.00276999478185687,0.106391208029911,-1.29068683476354,FALSE,"NS"
"EEF1E1",0.438421122397681,27.7447768063107,4.98993311049918,0.00285998017999425,0.108731307486105,-1.32483281611065,FALSE,"NS"
"DMXL2",0.461246345759328,24.7471531861753,4.98599013897497,0.00287079359699286,0.108731307486105,-1.328864374909,FALSE,"NS"
"CSDE1",0.435528620736086,26.4997738612519,4.9525941937007,0.00296427744702285,0.111430053613625,-1.36310440874686,FALSE,"NS"
"ATAD1",-0.703227755204985,27.3425620568054,-4.94608195073445,0.00298290939266397,0.111430053613625,-1.36980083053477,FALSE,"NS"
"ZNF581",-0.405430436430834,23.2965692199347,-4.92427234945839,0.0030462890612087,0.112826908231223,-1.39227390568178,FALSE,"NS"
"SAR1B",0.730304492308708,27.428228527988,4.91905556495872,0.00306167627763494,0.112826908231223,-1.39766005503861,FALSE,"NS"
"TPBG",0.604976151460416,29.164113118306,4.9005367359484,0.00311701971170803,0.114095473205742,-1.41681341255819,FALSE,"NS"
"RPS29",-0.761047695083867,23.4778895367514,-4.88956724254463,0.00315034022400636,0.114414058010751,-1.42818330976686,FALSE,"NS"
"ARHGEF11",0.545894048059729,24.6949389665897,4.86887549710083,0.00321430546106401,0.114414058010751,-1.44968014718625,FALSE,"NS"
"ABCA1",-0.622390459297257,24.9152268468155,-4.86643231169925,0.00322195554368899,0.114414058010751,-1.4522226974215,FALSE,"NS"
"PRKAR1A",0.529156022530099,29.4918115155534,4.86031476776045,0.00324120205140729,0.114414058010751,-1.45859303479505,FALSE,"NS"
"TPRG1L",0.6540838644888,28.5124781751497,4.85594295465348,0.00325503666142239,0.114414058010751,-1.46314900005034,FALSE,"NS"
"GNE",0.587963572105643,26.6672801572948,4.84882771039829,0.00327769716344276,0.114414058010751,-1.47057019399252,FALSE,"NS"
"ABCB10",-0.671243557197968,24.9239836332994,-4.83977154085825,0.00330679985049471,0.114414058010751,-1.48002695591874,FALSE,"NS"
"MIPEP",-0.546296266643456,27.3761631092418,-4.83885802825042,0.00330975182331622,0.114414058010751,-1.48098157301237,FALSE,"NS"
"PRKCI",-0.685954104433353,24.8330412676772,-4.83242091827004,0.00333063846233183,0.114414058010751,-1.4877119458989,FALSE,"NS"
"ATG2A",0.584613468859562,25.2801828638745,4.83092820806138,0.00333550334134752,0.114414058010751,-1.48927356668503,FALSE,"NS"
"RPS6KA1",0.402277078229041,25.3565266079609,4.82076132910556,0.00336885453441359,0.114835828941823,-1.49991887074366,FALSE,"NS"
"DOCK9",0.459327085046983,24.8895095096049,4.81429618711703,0.00339026041466457,0.114847703736525,-1.50669648073094,FALSE,"NS"
"MRPS18B",-0.464949703605647,26.2149859094929,-4.78395595486195,0.00349281036963273,0.116981988786318,-1.53858877618575,FALSE,"NS"
"TMOD3",-0.532665479421055,28.6908504579761,-4.78145350662212,0.00350142532381895,0.116981988786318,-1.54122555322189,FALSE,"NS"
"TMEM132A",-0.567681603322253,26.5935692930227,-4.77677108347876,0.00351761022386433,0.116981988786318,-1.5461619125814,FALSE,"NS"
"CHP1",-0.646059156530427,29.1524258694438,-4.75200182227895,0.00360465720291295,0.117307262405094,-1.57233065106457,FALSE,"NS"
"CTDSPL2",-0.981043869945108,25.0598803386738,-4.7409893000075,0.00364414506453331,0.117307262405094,-1.58399578548266,FALSE,"NS"
"SCAMP1",0.861337680060856,26.736148671261,4.73984830553413,0.00364826445833035,0.117307262405094,-1.5852054674786,FALSE,"NS"
"NCBP2",-1.53377524016891,23.8910397300778,-4.73245410357692,0.00367508909248155,0.117307262405094,-1.59304967638484,FALSE,"NS"
"SOD1",-1.15754583413513,26.2731915425081,-4.72560523096482,0.00370013598420537,0.117307262405094,-1.60032291164702,FALSE,"NS"
"SLC39A10",-0.706038859253923,24.4721177083468,-4.72427635482346,0.00370501828707461,0.117307262405094,-1.60173496710052,FALSE,"NS"
"DDX28",-0.471450325820754,26.2603316518046,-4.71653203480411,0.00373361739904534,0.117307262405094,-1.60996947295863,FALSE,"NS"
"TUSC3",0.714235421667325,27.2112943790021,4.71576974226106,0.00373644604765053,0.117307262405094,-1.61078051790378,FALSE,"NS"
"PPFIBP2",-0.487847844567828,24.8397134918491,-4.71542102192001,0.00373774086226672,0.117307262405094,-1.61115157066028,FALSE,"NS"
"LIMCH1",0.609198593161782,24.9770130383292,4.7078114563444,0.00376612317078611,0.117307262405094,-1.61925315360315,FALSE,"NS"
"SEC24A",0.457606429856231,26.7956396317827,4.70088787938889,0.00379216027699829,0.117307262405094,-1.62663219465005,FALSE,"NS"
"ARL6IP5",-0.563611951339869,27.8904900226375,-4.69812080672978,0.00380262353784673,0.117307262405094,-1.6295833779704,FALSE,"NS"
"SQRDL",-0.549162154652635,30.3026096611687,-4.69640892447021,0.00380911321714616,0.117307262405094,-1.6314097574968,FALSE,"NS"
"PMPCB",-0.546638125126361,26.4380973276905,-4.67938802626478,0.00387432944878621,0.117307262405094,-1.64959384033484,FALSE,"NS"
"AGR2",-0.389559925897434,31.0949903982218,-4.67850660473726,0.00387774111281996,0.117307262405094,-1.65053672319673,FALSE,"NS"
"SCARB2",-0.564161385999146,28.6765261519692,-4.6770700681234,0.00388330875846167,0.117307262405094,-1.652073688121,FALSE,"NS"
"AGPAT5",0.736304318156861,26.4617860385433,4.65849183076177,0.00395613920362986,0.117307262405094,-1.67197966325727,FALSE,"NS"
"KIF3A",0.875830513158423,24.9296975036847,4.65659236179125,0.00396367271064831,0.117307262405094,-1.67401791094411,FALSE,"NS"
"RPE",0.58545302386332,26.1398829645998,4.65311669656794,0.00397749989777373,0.117307262405094,-1.67774897046979,FALSE,"NS"
"IDI1",0.567958599063648,26.247056876097,4.65076998828618,0.00398686681642584,0.117307262405094,-1.68026918146439,FALSE,"NS"
"DLD",-0.678008621002167,29.7832239901085,-4.64865475703531,0.0039953313070115,0.117307262405094,-1.68254153708999,FALSE,"NS"
"PVRL3",-1.85375279478379,24.0779043219486,-4.64734626817378,0.00400057770578428,0.117307262405094,-1.68394757291714,FALSE,"NS"
"SMARCD2",0.484300583831878,27.6869105978248,4.63918764679954,0.00403346715180812,0.117551419788101,-1.69272043889912,FALSE,"NS"
"PTBP3",0.678041714142136,30.2723950219772,4.63280358477604,0.00405941754356013,0.117551419788101,-1.69959238834826,FALSE,"NS"
"RAB18",-0.510758208152208,27.8329973109878,-4.62796242152611,0.00407922291855825,0.117551419788101,-1.7048077700289,FALSE,"NS"
"SLC44A1",-0.497240187946794,26.3752237495549,-4.62409654991311,0.00409511730101562,0.117551419788101,-1.70897510039376,FALSE,"NS"
"HIST1H1C",-1.69238689771743,25.0147783145938,-4.60106187074835,0.00419129678201534,0.119198910173582,-1.73385446745759,FALSE,"NS"
"LLPH",-0.569909953266343,28.4335797296801,-4.58918298434587,0.00424189857225627,0.119198910173582,-1.74671712013367,FALSE,"NS"
"SDHD",0.763878046456757,25.6019498683858,4.58399634888594,0.00426421025599908,0.119198910173582,-1.75234023144284,FALSE,"NS"
"HNRNPH3",-0.525201807808639,29.4948188486094,-4.58141452404606,0.00427536638025157,0.119198910173582,-1.75514089994773,FALSE,"NS"
"ENDOG",-1.74236422126581,24.3732522890204,-4.57819671805981,0.004289317074659,0.119198910173582,-1.7586329213694,FALSE,"NS"
"HINT3",-0.428621099456262,27.624743457206,-4.57491101756462,0.0043036155516282,0.119198910173582,-1.76220029988033,FALSE,"NS"
"CHERP",-0.437870189880012,27.2923157982052,-4.57074975871185,0.00432180205488924,0.119198910173582,-1.76672072934345,FALSE,"NS"
"METTL16",0.609527671887239,26.4082241872864,4.56948356957276,0.00432735317461848,0.119198910173582,-1.76809674656197,FALSE,"NS"
"TGFBR2",0.370505952737357,27.4553294077865,4.56284439227037,0.00435659309385855,0.119401300170375,-1.77531592197282,FALSE,"NS"
"RAPH1",0.500103402423793,27.2520980391358,4.55549170690848,0.00438923780212524,0.119694514863955,-1.78331902049038,FALSE,"NS"
"TOP3B",0.432925676162551,24.6003768173976,4.54388347904134,0.00444134396075458,0.11994386017253,-1.79597140903323,FALSE,"NS"
"HDAC6",2.65715665534526,24.9634175360369,4.54365751762379,0.00444236519157519,0.11994386017253,-1.79621790604633,FALSE,"NS"
